Australian Bureau of Statistics,,,,,,,,,
State Suburbs 2011 to State Suburbs 2016,,,,,,,,,
,,,,,,,,,
Table 2 QI indicator,,,,,,,,,
,,,,,,,,,
SSC_CODE_2016,SSC_NAME_2016,QI_INDICATOR,,,,,,,
13358,Rhodes,Good,,,,,,,
13359,Richlands (NSW),Poor,,,,,,,
13360,Richmond (NSW),Good,,,,,,,
13361,Richmond Hill (NSW),Good,,,,,,,
13362,Richmond Lowlands,Poor,,,,,,,
13363,Richmond Vale,Poor,,,,,,,
13364,Rileys Hill,Poor,,,,,,,
13365,Ringwood (NSW),Poor,,,,,,,
13366,Riverlea,Poor,,,,,,,
13367,Riverside (NSW),Good,,,,,,,
13368,Riverstone,Good,,,,,,,
13369,Rivertree,Poor,,,,,,,
13370,Riverview (NSW),Good,,,,,,,
13371,Riverwood,Good,,,,,,,
13372,Rixs Creek,Poor,,,,,,,
13373,Rob Roy,Poor,,,,,,,
13374,Robertson (NSW),Good,,,,,,,
13375,Robin Hill,Good,,,,,,,
13376,Rock Flat,Poor,,,,,,,
13377,Rock Forest,Poor,,,,,,,
13378,Rock Valley,Good,,,,,,,
13379,Rockdale,Good,,,,,,,
13380,Rockley,Good,,,,,,,
13381,Rockley Mount,Poor,,,,,,,
13382,Rockton,Poor,,,,,,,
13383,Rocky Creek (Gwydir - NSW),Poor,,,,,,,
13384,Rocky Creek (Inverell - NSW),Poor,,,,,,,
13385,Rocky Glen,Poor,,,,,,,
13386,Rocky Hall,Poor,,,,,,,
13387,Rocky Plain (NSW),Poor,,,,,,,
13388,Rocky Point (NSW),Good,,,,,,,
13389,Rocky River (Tenterfield - NSW),Poor,,,,,,,
13390,Rocky River (Uralla - NSW),Good,,,,,,,
13391,Rodd Point,Good,,,,,,,
13392,Rollands Plains,Poor,,,,,,,
13393,Rookhurst,Poor,,,,,,,
13394,Rookwood (NSW),Good,,,,,,,
13395,Rooty Hill,Good,,,,,,,
13396,Ropers Road,Poor,,,,,,,
13397,Ropes Crossing,Good,,,,,,,
13398,Rose Bay (NSW),Good,,,,,,,
13399,Rose Valley (Kiama - NSW),Poor,,,,,,,
13400,Rose Valley (Snowy Monaro Regional - NSW),Poor,,,,,,,
13401,Rosebank,Acceptable,,,,,,,
13402,Roseberg,Poor,,,,,,,
13403,Roseberry,Poor,,,,,,,
13404,Roseberry Creek,Poor,,,,,,,
13405,Rosebery (NSW),Good,,,,,,,
13406,Rosebrook (NSW),Poor,,,,,,,
13407,Rosedale (NSW),Acceptable,,,,,,,
13408,Rosehill (NSW),Acceptable,,,,,,,
13409,Roselands,Good,,,,,,,
13410,Rosemeadow,Good,,,,,,,
13411,Rosemeath,Poor,,,,,,,
13412,Roseville,Good,,,,,,,
13413,Roseville Chase,Good,,,,,,,
13414,Rosewood (Port Macquarie-Hastings - NSW),Poor,,,,,,,
13415,Rosewood (Snowy Valleys - NSW),Good,,,,,,,
13416,Roslyn,Poor,,,,,,,
13417,Rossglen,Poor,,,,,,,
13418,Rossgole,Poor,,,,,,,
13419,Rossi,Poor,,,,,,,
13420,Rossmore (NSW),Good,,,,,,,
13421,Roto,Poor,,,,,,,
13422,Rouchel,Poor,,,,,,,
13423,Rouchel Brook,Poor,,,,,,,
13424,Roughit,Poor,,,,,,,
13425,Round Mountain,Poor,,,,,,,
13426,Round Swamp,Poor,,,,,,,
13427,Rous,Good,,,,,,,
13428,Rous Mill,Good,,,,,,,
13429,Rouse Hill,Good,,,,,,,
13430,Rowan,Poor,,,,,,,
13431,Rowena,Poor,,,,,,,
13432,Rowlands Creek,Poor,,,,,,,
13433,Royal National Park,Good,,,,,,,
13434,Royalla,Good,,,,,,,
13435,Rozelle,Good,,,,,,,
13436,Ruby Creek,Poor,,,,,,,
13437,Rufus,Poor,,,,,,,
13438,Rugby,Poor,,,,,,,
13439,Rukenvale,Poor,,,,,,,
13440,Run-o-Waters,Good,,,,,,,
13441,Running Stream,Poor,,,,,,,
13442,Runnyford,Poor,,,,,,,
13443,Ruse,Good,,,,,,,
13444,Rushcutters Bay,Good,,,,,,,
13445,Rushes Creek,Poor,,,,,,,
13446,Rushforth,Poor,,,,,,,
13447,Russell Lea,Good,,,,,,,
13448,Russell Vale,Good,,,,,,,
13449,Rutherford,Good,,,,,,,
13450,Ruthven,Poor,,,,,,,
13451,Ryan (NSW),Poor,,,,,,,
13452,Rydal,Good,,,,,,,
13453,Rydalmere,Good,,,,,,,
13454,Ryde,Good,,,,,,,
13455,Rye Park,Good,,,,,,,
13456,Ryhope,Poor,,,,,,,
13457,Rylstone,Good,,,,,,,
13458,Sackville,Good,,,,,,,
13459,Sackville North,Good,,,,,,,
13460,Saddleback Mountain,Poor,,,,,,,
13461,Sadleir,Good,,,,,,,
13462,Safety Beach (NSW),Good,,,,,,,
13463,Salamander Bay,Good,,,,,,,
13464,Salisbury (NSW),Poor,,,,,,,
13465,Salisbury Plains,Poor,,,,,,,
13466,Sallys Flat,Poor,,,,,,,
13467,Salt Ash,Good,,,,,,,
13468,Saltwater,Poor,,,,,,,
13469,San Isidore,Good,,,,,,,
13470,San Remo (NSW),Good,,,,,,,
13471,Sancrox,Acceptable,,,,,,,
13472,Sanctuary Point,Good,,,,,,,
13473,Sandbar,Poor,,,,,,,
13474,Sandgate (NSW),Good,,,,,,,
13475,Sandigo,Poor,,,,,,,
13476,Sandilands (NSW),Poor,,,,,,,
13477,Sandon (NSW),Poor,,,,,,,
13478,Sandringham (NSW),Acceptable,,,,,,,
13479,Sandy Beach,Good,,,,,,,
13480,Sandy Creek (Cobar - NSW),Poor,,,,,,,
13481,Sandy Creek (Upper Hunter Shire - NSW),Poor,,,,,,,
13482,Sandy Crossing,Poor,,,,,,,
13483,Sandy Flat,Poor,,,,,,,
13484,Sandy Gully (NSW),Poor,,,,,,,
13485,Sandy Hill,Poor,,,,,,,
13486,Sandy Hollow,Poor,,,,,,,
13487,Sandy Point (NSW),Good,,,,,,,
13488,Sanger,Poor,,,,,,,
13489,Sans Souci,Good,,,,,,,
13490,Sapphire,Poor,,,,,,,
13491,Sapphire Beach,Good,,,,,,,
13492,Saratoga,Good,,,,,,,
13493,Sassafras (NSW),Poor,,,,,,,
13494,Saumarez,Poor,,,,,,,
13495,Saumarez Ponds,Good,,,,,,,
13496,Savernake,Poor,,,,,,,
13497,Sawpit Creek,Poor,,,,,,,
13498,Sawtell,Good,,,,,,,
13499,Sawyers Gully,Acceptable,,,,,,,
13500,Scarborough (NSW),Acceptable,,,,,,,
13501,Scheyville,Poor,,,,,,,
13502,Schofields,Good,,,,,,,
13503,Scone,Good,,,,,,,
13504,Scotia,Poor,,,,,,,
13505,Scotland Island,Good,,,,,,,
13506,Scotts Creek (NSW),Poor,,,,,,,
13507,Scotts Flat,Poor,,,,,,,
13508,Scotts Head,Good,,,,,,,
13509,Seaforth (NSW),Good,,,,,,,
13510,Seaham,Good,,,,,,,
13511,Seahampton,Good,,,,,,,
13512,Seal Rocks,Poor,,,,,,,
13513,Sebastopol (NSW),Poor,,,,,,,
13514,Sedgefield,Poor,,,,,,,
13515,Seelands,Poor,,,,,,,
13516,Sefton,Good,,,,,,,
13517,Segenhoe,Poor,,,,,,,
13518,Seven Hills (NSW),Good,,,,,,,
13519,Seven Oaks,Poor,,,,,,,
13520,Sextonville,Poor,,,,,,,
13521,Shadforth (NSW),Poor,,,,,,,
13522,Shallow Bay,Poor,,,,,,,
13523,Shalvey,Good,,,,,,,
13524,Shanes Park,Good,,,,,,,
13525,Shannon Brook,Poor,,,,,,,
13526,Shannon Vale,Poor,,,,,,,
13527,Shannondale,Poor,,,,,,,
13528,Shannons Flat,Poor,,,,,,,
13529,Shark Creek,Poor,,,,,,,
13530,Sharps Creek,Poor,,,,,,,
13531,Sheedys Gully,Poor,,,,,,,
13532,Shell Cove,Good,,,,,,,
13533,Shellharbour,Good,,,,,,,
13534,Shellharbour City Centre,Poor,,,,,,,
13535,Shelly Beach (NSW),Good,,,,,,,
13536,Sherwood (Clarence Valley - NSW),Poor,,,,,,,
13537,Sherwood (Kempsey - NSW),Poor,,,,,,,
13538,Sherwood (Kyogle - NSW),Poor,,,,,,,
13539,Shoal Bay (NSW),Good,,,,,,,
13540,Shoalhaven Heads,Good,,,,,,,
13541,Shooters Hill,Poor,,,,,,,
13542,Shortland,Good,,,,,,,
13543,Silent Grove,Poor,,,,,,,
13544,Silverdale (NSW),Good,,,,,,,
13545,Silverton (NSW),Poor,,,,,,,
13546,Silverwater (Lake Macquarie - NSW),Good,,,,,,,
13547,Silverwater (Parramatta - NSW),Acceptable,,,,,,,
13548,Simpkins Creek,Poor,,,,,,,
13549,Singleton (NSW),Good,,,,,,,
13550,Singleton Heights,Good,,,,,,,
13551,Singleton Military Area,Poor,,,,,,,
13552,Singletons Mill,Poor,,,,,,,
13553,Six Mile Swamp,Poor,,,,,,,
13554,Skennars Head,Good,,,,,,,
13555,Skillion Flat,Poor,,,,,,,
13556,Skinners Shoot,Poor,,,,,,,
13557,Sleepy Hollow,Poor,,,,,,,
13558,Smeaton Grange,Good,,,,,,,
13559,Smithfield (NSW),Good,,,,,,,
13560,Smiths Creek (Clarence Valley - NSW),Poor,,,,,,,
13561,Smiths Creek (Kyogle - NSW),Poor,,,,,,,
13562,Smiths Creek (Tweed - NSW),Good,,,,,,,
13563,Smiths Lake,Good,,,,,,,
13564,Smithtown,Good,,,,,,,
13565,Snakes Plain,Poor,,,,,,,
13566,Snowball,Poor,,,,,,,
13567,Snowy Plain,Poor,,,,,,,
13568,Sodwalls,Poor,,,,,,,
13569,Sofala,Poor,,,,,,,
13570,Soldiers Point,Good,,,,,,,
13571,Somersby,Good,,,,,,,
13572,Somerton (NSW),Poor,,,,,,,
13573,South Albury,Good,,,,,,,
13574,South Arm (Clarence Valley - NSW),Poor,,,,,,,
13575,South Arm (Nambucca - NSW),Good,,,,,,,
13576,South Ballina,Poor,,,,,,,
13577,South Bathurst,Acceptable,,,,,,,
13578,South Bowenfels,Good,,,,,,,
13579,South Coogee,Good,,,,,,,
13580,South Durras,Good,,,,,,,
13581,South Golden Beach,Good,,,,,,,
13582,South Grafton,Good,,,,,,,
13583,South Granville,Good,,,,,,,
13584,South Gundagai,Good,,,,,,,
13585,South Gundurimba,Poor,,,,,,,
13586,South Guyra,Good,,,,,,,
13587,South Hurstville,Good,,,,,,,
13588,South Kempsey,Good,,,,,,,
13589,South Lismore,Good,,,,,,,
13590,South Littleton,Good,,,,,,,
13591,South Maitland,Acceptable,,,,,,,
13592,South Maroota,Good,,,,,,,
13593,South Murwillumbah,Good,,,,,,,
13594,South Nowra,Good,,,,,,,
13595,South Pambula,Good,,,,,,,
13596,South Penrith,Good,,,,,,,
13597,South Tamworth,Good,,,,,,,
13598,South Turramurra,Good,,,,,,,
13599,South Wentworthville,Good,,,,,,,
13600,South West Rocks,Good,,,,,,,
13601,South Windsor,Good,,,,,,,
13602,South Wolumla,Poor,,,,,,,
13603,Southampton (NSW),Poor,,,,,,,
13604,Southgate,Good,,,,,,,
13605,Speers Point,Good,,,,,,,
13606,Speewa,Poor,,,,,,,
13607,Spencer,Poor,,,,,,,
13608,Spicers Creek,Poor,,,,,,,
13609,Spicketts Creek,Poor,,,,,,,
13610,Splitters Creek,Good,,,,,,,
13611,Spring Creek (NSW),Poor,,,,,,,
13612,Spring Farm (NSW),Good,,,,,,,
13613,Spring Flat,Poor,,,,,,,
13614,Spring Grove,Good,,,,,,,
13615,Spring Hill (Cabonne - NSW),Acceptable,,,,,,,
13616,Spring Hill (Wollongong - NSW),Poor,,,,,,,
13617,Spring Mountain (NSW),Poor,,,,,,,
13618,Spring Plains,Poor,,,,,,,
13619,Spring Ridge,Poor,,,,,,,
13620,Spring Terrace,Poor,,,,,,,
13621,Springdale (NSW),Poor,,,,,,,
13622,Springdale Heights,Good,,,,,,,
13623,Springfield (Central Coast - NSW),Good,,,,,,,
13624,Springfield (Snowy Monaro Regional - NSW),Poor,,,,,,,
13625,Springrange,Good,,,,,,,
13626,Springside (NSW),Poor,,,,,,,
13627,Springvale (Lithgow - NSW),Poor,,,,,,,
13628,Springvale (Wagga Wagga - NSW),Good,,,,,,,
13629,Springwood (NSW),Good,,,,,,,
13630,St Albans (NSW),Poor,,,,,,,
13631,St Andrews (NSW),Good,,,,,,,
13632,St Clair (Penrith - NSW),Good,,,,,,,
13633,St Clair (Singleton - NSW),Poor,,,,,,,
13634,St Fillans,Acceptable,,,,,,,
13635,St George (NSW),Poor,,,,,,,
13636,St Georges Basin,Good,,,,,,,
13637,St Helens Park,Good,,,,,,,
13638,St Huberts Island,Good,,,,,,,
13639,St Ives (NSW),Good,,,,,,,
13640,St Ives Chase,Good,,,,,,,
13641,St Johns Park,Good,,,,,,,
13642,St Leonards (NSW),Good,,,,,,,
13643,St Marys (NSW),Good,,,,,,,
13644,St Peters (NSW),Good,,,,,,,
13645,Stanborough,Poor,,,,,,,
13646,Stanbridge,Poor,,,,,,,
13647,Stanford Merthyr,Good,,,,,,,
13648,Stanhope (NSW),Poor,,,,,,,
13649,Stanhope Gardens,Good,,,,,,,
13650,Stanmore (NSW),Good,,,,,,,
13651,Stannifer,Poor,,,,,,,
13652,Stannum,Poor,,,,,,,
13653,Stanwell Park,Good,,,,,,,
13654,Stanwell Tops,Good,,,,,,,
13655,State Mine Gully,Poor,,,,,,,
13656,Steam Plains,Poor,,,,,,,
13657,Steeple Flat,Poor,,,,,,,
13658,Stewarts Brook,Poor,,,,,,,
13659,Stewarts River,Poor,,,,,,,
13660,Stockinbingal,Good,,,,,,,
13661,Stockrington,Poor,,,,,,,
13662,Stockton (NSW),Good,,,,,,,
13663,Stockyard Creek (NSW),Poor,,,,,,,
13664,Stokers Siding,Good,,,,,,,
13665,Stonehenge (NSW),Poor,,,,,,,
13666,Stonequarry,Poor,,,,,,,
13667,Stony Chute,Poor,,,,,,,
13668,Stony Creek (Bega Valley - NSW),Poor,,,,,,,
13669,Stony Creek (Mid-Western Regional - NSW),Poor,,,,,,,
13670,Stony Crossing,Poor,,,,,,,
13671,Stotts Creek,Poor,,,,,,,
13672,Stratford (NSW),Poor,,,,,,,
13673,Strathcedar,Poor,,,,,,,
13674,Stratheden,Good,,,,,,,
13675,Strathfield (NSW),Good,,,,,,,
13676,Strathfield South,Good,,,,,,,
13677,Stroud,Acceptable,,,,,,,
13678,Stroud Hill,Poor,,,,,,,
13679,Stroud Road,Poor,,,,,,,
13680,Stuart Town,Poor,,,,,,,
13681,Stuarts Point,Good,,,,,,,
13682,Stubbo,Good,,,,,,,
13683,Stud Park,Poor,,,,,,,
13684,Suffolk Park,Good,,,,,,,
13685,Sugarloaf (NSW),Poor,,,,,,,
13686,Summer Hill (Dungog - NSW),Poor,,,,,,,
13687,Summer Hill (Inner West - NSW),Good,,,,,,,
13688,Summer Hill Creek,Poor,,,,,,,
13689,Summer Island,Poor,,,,,,,
13690,Summerland Point,Good,,,,,,,
13691,Sun Valley (NSW),Poor,,,,,,,
13692,Sunny Corner,Poor,,,,,,,
13693,Sunset Strip (NSW),Poor,,,,,,,
13694,Sunshine (NSW),Good,,,,,,,
13695,Sunshine Bay,Good,,,,,,,
13696,Suntop,Poor,,,,,,,
13697,Surf Beach (NSW),Good,,,,,,,
13698,Surfside,Good,,,,,,,
13699,Surry Hills,Good,,,,,,,
13700,Sussex Inlet,Good,,,,,,,
13701,Sutherland (NSW),Good,,,,,,,
13702,Sutton (NSW),Good,,,,,,,
13703,Sutton Forest,Poor,,,,,,,
13704,Swan Bay (Port Stephens - NSW),Poor,,,,,,,
13705,Swan Bay (Richmond Valley - NSW),Poor,,,,,,,
13706,Swan Creek (NSW),Poor,,,,,,,
13707,Swan Vale,Poor,,,,,,,
13708,Swanbrook,Poor,,,,,,,
13709,Swanhaven,Poor,,,,,,,
13710,Swans Crossing,Poor,,,,,,,
13711,Swansea (NSW),Good,,,,,,,
13712,Swansea Heads,Acceptable,,,,,,,
13713,Sweetmans Creek,Poor,,,,,,,
13714,Sydenham (NSW),Good,,,,,,,
13715,Sydney,Good,,,,,,,
13716,Sydney Olympic Park,Poor,,,,,,,
13717,Sylvania,Good,,,,,,,
13718,Sylvania Waters,Good,,,,,,,
13719,Tabbil Creek,Poor,,,,,,,
13720,Tabbimoble,Poor,,,,,,,
13721,Tabbita,Poor,,,,,,,
13722,Table Top,Good,,,,,,,
13723,Tabulam,Good,,,,,,,
13724,Tacoma,Acceptable,,,,,,,
13725,Tacoma South,Good,,,,,,,
13726,Tahlee,Poor,,,,,,,
13727,Tahmoor,Good,,,,,,,
13728,Talarm,Poor,,,,,,,
13729,Talawanta,Poor,,,,,,,
13730,Talbingo,Good,,,,,,,
13731,Tallawang,Poor,,,,,,,
13732,Tallimba,Poor,,,,,,,
13733,Tallong,Good,,,,,,,
13734,Tallowal,Poor,,,,,,,
13735,Tallowwood Ridge,Poor,,,,,,,
13736,Tallwood,Poor,,,,,,,
13737,Tallwoods Village,Good,,,,,,,
13738,Talmalmo,Poor,,,,,,,
13739,Talofa,Poor,,,,,,,
13740,Taloumbi,Poor,,,,,,,
13741,Tamarama,Acceptable,,,,,,,
13742,Tamban,Poor,,,,,,,
13743,Tambar Springs,Poor,,,,,,,
13744,Tambaroora,Poor,,,,,,,
13745,Taminda,Poor,,,,,,,
13746,Tamworth,Acceptable,,,,,,,
13747,Tanglewood,Poor,,,,,,,
13748,Tanilba Bay,Good,,,,,,,
13749,Tanja,Poor,,,,,,,
13750,Tannabar,Poor,,,,,,,
13751,Tannas Mount,Poor,,,,,,,
13752,Tantangara,Poor,,,,,,,
13753,Tantawangalo,Poor,,,,,,,
13754,Tantonan,Poor,,,,,,,
13755,Tapitallee,Good,,,,,,,
13756,Tara (NSW),Poor,,,,,,,
13757,Taradale (NSW),Poor,,,,,,,
13758,Tarago,Good,,,,,,,
13759,Taralga,Acceptable,,,,,,,
13760,Tarana,Poor,,,,,,,
13761,Tarban,Poor,,,,,,,
13762,Tarbuck Bay,Good,,,,,,,
13763,Tarcutta,Poor,,,,,,,
13764,Taree,Good,,,,,,,
13765,Taree South,Good,,,,,,,
13766,Taren Point,Good,,,,,,,
13767,Tarlo,Poor,,,,,,,
13768,Tarraganda,Acceptable,,,,,,,
13769,Tarrawanna,Good,,,,,,,
13770,Tarriaro,Poor,,,,,,,
13771,Tarro,Good,,,,,,,
13772,Tascott,Good,,,,,,,
13773,Tatham,Acceptable,,,,,,,
13774,Tathra,Good,,,,,,,
13775,Tatton,Good,,,,,,,
13776,Taylors Arm,Poor,,,,,,,
13777,Taylors Beach (NSW),Good,,,,,,,
13778,Taylors Flat,Poor,,,,,,,
13779,Tea Gardens,Good,,,,,,,
13780,Telarah,Good,,,,,,,
13781,Telegraph Point,Good,,,,,,,
13782,Telopea,Acceptable,,,,,,,
13783,Temagog,Poor,,,,,,,
13784,Temora,Good,,,,,,,
13785,Tempe,Good,,,,,,,
13786,Ten Mile Hollow,Poor,,,,,,,
13787,Tenambit,Good,,,,,,,
13788,Tenandra,Poor,,,,,,,
13789,Tennyson (NSW),Good,,,,,,,
13790,Tennyson Point,Good,,,,,,,
13791,Tenterden (NSW),Poor,,,,,,,
13792,Tenterfield,Good,,,,,,,
13793,Teralba,Good,,,,,,,
13794,Terania Creek,Poor,,,,,,,
13795,Terara,Poor,,,,,,,
13796,Teridgerie,Poor,,,,,,,
13797,Termeil,Acceptable,,,,,,,
13798,Terrabella,Poor,,,,,,,
13799,Terrace Creek,Poor,,,,,,,
13800,Terragon,Poor,,,,,,,
13801,Terramungamine,Poor,,,,,,,
13802,Terranora,Good,,,,,,,
13803,Terreel,Poor,,,,,,,
13804,Terrey Hills,Good,,,,,,,
13805,Terrigal,Good,,,,,,,
13806,Terry Hie Hie,Poor,,,,,,,
13807,Teven,Poor,,,,,,,
13808,Tewinga,Poor,,,,,,,
13809,Texas (NSW),Poor,,,,,,,
13810,Thalgarrah,Poor,,,,,,,
13811,Tharbogang,Poor,,,,,,,
13812,The Angle,Poor,,,,,,,
13813,The Bight,Poor,,,,,,,
13814,The Branch,Poor,,,,,,,
13815,The Brothers,Poor,,,,,,,
13816,The Channon,Good,,,,,,,
13817,The Devils Wilderness,Poor,,,,,,,
13818,The Entrance,Good,,,,,,,
13819,The Entrance North,Good,,,,,,,
13820,The Freshwater,Poor,,,,,,,
13821,The Gap (Richmond Valley - NSW),Poor,,,,,,,
13822,The Gap (Wagga Wagga - NSW),Poor,,,,,,,
13823,The Glen (NSW),Poor,,,,,,,
13824,The Gulf,Poor,,,,,,,
13825,The Hatch,Poor,,,,,,,
13826,The Hill,Acceptable,,,,,,,
13827,The Junction,Poor,,,,,,,
13828,The Lagoon,Acceptable,,,,,,,
13829,The Marra,Poor,,,,,,,
13830,The Meadows,Poor,,,,,,,
13831,The Oaks,Good,,,,,,,
13832,The Pilliga,Poor,,,,,,,
13833,The Pinnacles,Poor,,,,,,,
13834,The Pocket,Acceptable,,,,,,,
13835,The Ponds,Good,,,,,,,
13836,The Ridgeway,Good,,,,,,,
13837,The Risk,Poor,,,,,,,
13838,The Rock,Good,,,,,,,
13839,The Rocks (Bathurst Regional - NSW),Poor,,,,,,,
13840,The Rocks (Sydney - NSW),Good,,,,,,,
13841,The Sandon,Poor,,,,,,,
13842,The Slopes,Good,,,,,,,
13843,The Whiteman,Poor,,,,,,,
13844,Theresa Creek (NSW),Poor,,,,,,,
13845,Theresa Park,Good,,,,,,,
13846,Thirldene,Poor,,,,,,,
13847,Thirlmere,Good,,,,,,,
13848,Thirroul,Good,,,,,,,
13849,Thora,Good,,,,,,,
13850,Thornleigh,Good,,,,,,,
13851,Thornton (NSW),Good,,,,,,,
13852,Thrumster,Poor,,,,,,,
13853,Thuddungra,Poor,,,,,,,
13854,Thule,Poor,,,,,,,
13855,Thumb Creek,Poor,,,,,,,
13856,Thurgoona,Good,,,,,,,
13857,Thyra,Poor,,,,,,,
13858,Tianjara,Poor,,,,,,,
13859,Tibbuc,Poor,,,,,,,
13860,Tibooburra,Poor,,,,,,,
13861,Tichborne,Poor,,,,,,,
13862,Tichular,Poor,,,,,,,
13863,Tighes Hill,Good,,,,,,,
13864,Tilba Tilba,Poor,,,,,,,
13865,Tilbuster,Poor,,,,,,,
13866,Tilligerry Creek,Poor,,,,,,,
13867,Tilpa,Poor,,,,,,,
13868,Timbarra (NSW),Poor,,,,,,,
13869,Timbillica,Poor,,,,,,,
13870,Timbumburi,Poor,,,,,,,
13871,Timor (NSW),Poor,,,,,,,
13872,Tindarey,Poor,,,,,,,
13873,Tinderry,Poor,,,,,,,
13874,Tingha,Acceptable,,,,,,,
13875,Tingira Heights,Acceptable,,,,,,,
13876,Tinonee,Good,,,,,,,
13877,Tinpot,Poor,,,,,,,
13878,Tintenbar,Good,,,,,,,
13879,Tintinhull,Good,,,,,,,
13880,Tiona,Poor,,,,,,,
13881,Tipperary (NSW),Poor,,,,,,,
13882,Tiri,Poor,,,,,,,
13883,Tirrannaville,Poor,,,,,,,
13884,Titaatee Creek,Poor,,,,,,,
13885,Tocal (NSW),Poor,,,,,,,
13886,Tocumwal,Good,,,,,,,
13887,Tolland,Good,,,,,,,
13888,Tolwong,Poor,,,,,,,
13889,Tomago,Good,,,,,,,
13890,Tomakin,Good,,,,,,,
13891,Tomalla,Poor,,,,,,,
13892,Tombong,Poor,,,,,,,
13893,Tomboye,Poor,,,,,,,
13894,Tomerong,Good,,,,,,,
13895,Tomewin,Poor,,,,,,,
13896,Tomingley,Good,,,,,,,
13897,Tomki,Poor,,,,,,,
13898,Toms Creek,Poor,,,,,,,
13899,Tonderburine,Poor,,,,,,,
13900,Tongarra,Poor,,,,,,,
13901,Toogong,Poor,,,,,,,
13902,Tooleybuc,Acceptable,,,,,,,
13903,Toolijooa,Poor,,,,,,,
13904,Tooloom,Poor,,,,,,,
13905,Tooloon,Poor,,,,,,,
13906,Tooma,Poor,,,,,,,
13907,Toongabbie (NSW),Good,,,,,,,
13908,Toongi,Poor,,,,,,,
13909,Toonumbar,Poor,,,,,,,
13910,Tooranie,Poor,,,,,,,
13911,Tooraweenah,Poor,,,,,,,
13912,Toormina,Good,,,,,,,
13913,Toorooka,Poor,,,,,,,
13914,Toothdale,Poor,,,,,,,
13915,Tootool,Poor,,,,,,,
13916,Toowoon Bay,Good,,,,,,,
13917,Topi Topi,Poor,,,,,,,
13918,Toronto,Good,,,,,,,
13919,Torrington (NSW),Poor,,,,,,,
13920,Torryburn (Dungog - NSW),Poor,,,,,,,
13921,Torryburn (Uralla - NSW),Poor,,,,,,,
13922,Totnes Valley,Poor,,,,,,,
13923,Tottenham (NSW),Acceptable,,,,,,,
13924,Touga,Poor,,,,,,,
13925,Toukley,Good,,,,,,,
13926,Towallum,Poor,,,,,,,
13927,Towamba,Poor,,,,,,,
13928,Townsend,Good,,,,,,,
13929,Towradgi,Good,,,,,,,
13930,Towrang,Poor,,,,,,,
13931,Tralee,Poor,,,,,,,
13932,Trangie,Good,,,,,,,
13933,Tregeagle,Acceptable,,,,,,,
13934,Tregear,Good,,,,,,,
13935,Trenayr,Poor,,,,,,,
13936,Trentham Cliffs,Poor,,,,,,,
13937,Trewilga,Poor,,,,,,,
13938,Triamble,Poor,,,,,,,
13939,Triangle Flat,Poor,,,,,,,
13940,Trundle,Good,,,,,,,
13941,Trungley Hall,Poor,,,,,,,
13942,Trunkey Creek,Poor,,,,,,,
13943,Tubbamurra,Poor,,,,,,,
13944,Tubbul,Poor,,,,,,,
13945,Tucabia,Acceptable,,,,,,,
13946,Tucki Tucki,Poor,,,,,,,
13947,Tuckombil,Good,,,,,,,
13948,Tuckurimba,Poor,,,,,,,
13949,Tuena,Poor,,,,,,,
13950,Tuggerah,Good,,,,,,,
13951,Tuggerawong,Good,,,,,,,
13952,Tugrabakh,Poor,,,,,,,
13953,Tullakool,Poor,,,,,,,
13954,Tullamore,Acceptable,,,,,,,
13955,Tullarwalla,Poor,,,,,,,
13956,Tullera,Acceptable,,,,,,,
13957,Tullibigeal,Acceptable,,,,,,,
13958,Tullimbar,Acceptable,,,,,,,
13959,Tulloona,Poor,,,,,,,
13960,Tullymorgan,Poor,,,,,,,
13961,Tumbarumba,Good,,,,,,,
13962,Tumbi Umbi,Good,,,,,,,
13963,Tumblong,Poor,,,,,,,
13964,Tumbulgum,Acceptable,,,,,,,
13965,Tumorrama,Poor,,,,,,,
13966,Tumut,Good,,,,,,,
13967,Tumut Plains,Poor,,,,,,,
13968,Tuncester,Poor,,,,,,,
13969,Tuncurry,Good,,,,,,,
13970,Tunglebung,Poor,,,,,,,
13971,Tuntable Creek,Poor,,,,,,,
13972,Tuppal,Poor,,,,,,,
13973,Tura Beach,Good,,,,,,,
13974,Turill,Poor,,,,,,,
13975,Turlinjah,Poor,,,,,,,
13976,Turners Flat,Poor,,,,,,,
13977,Turondale,Poor,,,,,,,
13978,Tuross,Poor,,,,,,,
13979,Tuross Head,Good,,,,,,,
13980,Turramurra,Good,,,,,,,
13981,Turrawan,Poor,,,,,,,
13982,Turrella,Good,,,,,,,
13983,Turvey Park,Good,,,,,,,
13984,Tweed Heads,Good,,,,,,,
13985,Tweed Heads South,Good,,,,,,,
13986,Tweed Heads West,Good,,,,,,,
13987,Twelve Mile,Poor,,,,,,,
13988,Twelve Mile Creek,Poor,,,,,,,
13989,Twelve Mile Peg,Poor,,,,,,,
13990,Twenty Forests,Poor,,,,,,,
13991,Twin Rivers,Poor,,,,,,,
13992,Two Mile Flat,Poor,,,,,,,
13993,Tyagarah,Good,,,,,,,
13994,Tyalgum,Good,,,,,,,
13995,Tyalgum Creek,Poor,,,,,,,
13996,Tygalgah,Poor,,,,,,,
13997,Tyndale,Poor,,,,,,,
13998,Tyringham,Poor,,,,,,,
13999,Uarbry,Poor,,,,,,,
